title,postingFrom,permalink,shortDescription,postingDate,mailToLink
kc to leavenworth,kansascity,http://kansascity.craigslist.org/rid/3412286712.html,"i need a ride tomorrow from kansas city to leavenworth, kansas. then, back to kc. can leave kc any time before noon. can leave leavenworth at any time. i'll pay for all the gas, and then some. i am a middle-age white male, non-smoker. if you think th [...]",2012-11-15T15:33:25-06:00,emailnotfound
need help getting to cali for thanksgiving  (kc),kansascity,http://kansascity.craigslist.org/rid/3412237980.html,my wife and i need help getting to los angelas. we can throw in some gas money and food money. i also have an iphone 4s 16 gb that was in perfect condition until it fell and the back broke but seems to still work fine... please let us know if there i [...],2012-11-15T15:12:55-06:00,emailnotfound
"ride offer, kansas city to denver (kansas city, mo)",kansascity,http://kansascity.craigslist.org/rid/3412116855.html,"hi! i'm jake, a professional stand-up comedian. 
my wife and i are driving from kansas city, mo to denver, co on monday, november 26 or tuesday, november 27. it's about 610 miles in between the 2 cities. want to go on an adventure and split the gas?  [...]",2012-11-15T14:23:02-06:00,emailnotfound
heading to orlando tomorrow (kc to orlando and all points in between ),kansascity,http://kansascity.craigslist.org/rid/3411857351.html,i'm heading to orlando tomorrow. driving a single cab ford f-150 with empty bed. can take one passenger or items. want help with gas and possibly driving. call or text me at 913.449.8113 thanks,2012-11-15T12:43:28-06:00,emailnotfound
need daily ride to work (platte city),kansascity,http://kansascity.craigslist.org/rid/3411844689.html,"i am looking for somone to ride into dowtown kansas city with monday-friday. i am stuck without a car for now. i was also looking into getting a night job bartending/serving downtown as well, was wondering if anyone else worked late nights/weekends d [...]",2012-11-15T12:38:56-06:00,emailnotfound
"ride offered to springfield, mo today and sikeston (kc to springfield (today))",kansascity,http://kansascity.craigslist.org/rid/3411538156.html,"i'm heading to springfield, mo today only at 4:30pm. i have a pickup truck with a supercab and an empty bed, you're welcome to come along and throw anything with you in the back. the interior space is mostly packed with my own belongings. no smoking  [...]",2012-11-15T10:45:27-06:00,emailnotfound
**** need a ride ??? *** (indep . mo and surrounding area),kansascity,http://kansascity.craigslist.org/rid/3411319337.html,"need a ride ??? 
call 816-313-5320",2012-11-15T09:13:31-06:00,emailnotfound
need a ride to the east coast  (kc),kansascity,http://kansascity.craigslist.org/rid/3411277758.html,"my boyfriend and i are stuck and in desperate need for a ride to the east coast pa/ny or anywhere close, someone thats willing to take 2 puppys and a cat along. trying to get back for thanksgiving. contact (215) 285-4196 if any possibility to help. ",2012-11-15T08:52:24-06:00,emailnotfound
"ride needed north, des moines and further north (kansas city)",kansascity,http://kansascity.craigslist.org/rid/3410783838.html,looking for a ride to des moines or mn from kc. able to drive and share expenses. thanks,2012-11-14T22:42:32-06:00,emailnotfound
ride needed to austin (kansas city),kansascity,http://kansascity.craigslist.org/rid/3410555538.html,"looking for a ride to austin, got money for gas. lets go!",2012-11-14T20:09:06-06:00,emailnotfound
*** need a ride ??? *** (indep. mo &amp; surrounding areas),kansascity,http://kansascity.craigslist.org/rid/3409040453.html,"need a ride ??? 
call 816-313-5320",2012-11-14T09:42:35-06:00,emailnotfound
looking to go south beginning of dec.-ish (warmer weather),kansascity,http://kansascity.craigslist.org/rid/3409003474.html,simply put i am trying to make my way south. as far as the yucatan peninsula eventually.(fingers crossed) but if you could give me a jump torwards that direction it'd be appreciated!! feel free to call or text 970-688-0661 just me and my backpack . . [...],2012-11-14T09:26:43-06:00,emailnotfound
ride to springfield mo for fall break (kcmo (umkc)),kansascity,http://kansascity.craigslist.org/rid/3408987000.html,"hello. im a student at umkc and im trying to find someone who is going to springfield, mo this weekend for the fall break or just going. please email me if i can catch a ride. thanks!!",2012-11-14T09:19:37-06:00,emailnotfound
"anytime*anyplace*guaranteed on time (jackson,clay,platte,johnson + more)",kansascity,http://kansascity.craigslist.org/rid/3408738698.html,it seems like getting to and from work is as hard as finding work.. so........... johnnys arrive alive is willing to finance weekly round trips to and from work... and any long distance round trips.... (restrictions apply). ....again johnny wants to  [...],2012-11-14T06:45:55-06:00,emailnotfound
"kci express*non-stop*door to door immediate response (kc,lawrence,topeka,johnson c)",kansascity,http://kansascity.craigslist.org/rid/3408731142.html,"servicing kci, power & light ,chiefs , plaza, doctor ,grocery store, wherever. 
we specialize in customer service and catering to your schedule. 
we are equipped with on board gps, on board wi-fi 
24/7 dispatcher 
we offer late model sedans,mini-vans [...]",2012-11-14T06:38:21-06:00,emailnotfound
need ride from kc to omaha on the 15th (omaha),kansascity,http://kansascity.craigslist.org/rid/3408319252.html,"need a ride to omaha on november 15th, live in kansas city. thanks.",2012-11-13T21:32:48-06:00,emailnotfound
"professional fly & drive services - autos, rv, etc.. (nationwide)",kansascity,http://kansascity.craigslist.org/rid/3343793283.html,"you fly, i drive. i can drive your auto, rv, etc... anywhere nationwide and you fly to that destination and then fly home. contact sean in lee's summit, mo 64081 for rates. several local auto dealership & nfl/nba player references. 
(816)582-3828 
** [...]",2012-11-13T20:20:53-06:00,emailnotfound
elite shuttle (gladstone),kansascity,http://kansascity.craigslist.org/rid/3407366159.html,"new affordable door--to-door shuttle service. 
new late model vehicles 
1-6 ride for the same low rate 
24 hour servicecepted 
fully insured with federal motor carrier authority( thats what you need from the feds to transport people legally) if your  [...]",2012-11-13T14:10:47-06:00,emailnotfound
*** need a ride **** (indep. and surrounding areas),kansascity,http://kansascity.craigslist.org/rid/3406509243.html,"need a ride !!! 
call 816-313-5320",2012-11-13T08:47:43-06:00,emailnotfound
room in uhaul (anywhere along highway 70),kansascity,http://kansascity.craigslist.org/rid/3400865144.html,we will be moving from california to st. louis and will have room in our uhaul. do you have something that needs to go to st louis or anywhere along highway 70? let us know and maybe we can help each other out. ,2012-11-13T07:55:03-06:00,emailnotfound
kc to michigan 11/14.  return 11/18,kansascity,http://kansascity.craigslist.org/rid/3405951251.html,driving to mi after work on wednesday and returning on sunday. split gas. ,2012-11-12T22:25:36-06:00,emailnotfound
ride kc to miami,kansascity,http://kansascity.craigslist.org/rid/3405479151.html,need ride from lawrence to miami approximately dec 15. female driver only.,2012-11-12T17:57:43-06:00,emailnotfound
ride to work? ride to court?*ride now-pay later* (metro),kansascity,http://kansascity.craigslist.org/rid/3404550982.html,it seems like getting to and from work is as hard as finding work.. so........... johnnys arrive alive is willing to finance weekly round trips to and from work... and any long distance round trips.... (restrictions apply). ....again johnny wants to  [...],2012-11-12T12:09:45-06:00,emailnotfound
"need ride to desoto (near lawrence) (from kansas city, mo)",kansascity,http://kansascity.craigslist.org/rid/3404153223.html,"i am in need of a ride to desoto, kansas. i need to be there by 5:30 p.m., tonight. (also need a ride back, but first need to get a ride there.) 
call me with a quote, barter offer, or any other idea. thanks. (btw, i am a 48 year old, white male, goi [...]",2012-11-12T09:51:20-06:00,emailnotfound
ride needed to nashville - end of november,kansascity,http://kansascity.craigslist.org/rid/3403122209.html,couple needs a ride to nashville (tn) last days of november (28 or 29). you can collect us around springfield (mo) or let us know where. ,2012-11-11T18:47:53-06:00,emailnotfound
need ride to cali (kc),kansascity,http://kansascity.craigslist.org/rid/3402928736.html,"need a ride from kc to california. not on a time schedule. am willing to help with gas. 
please call 541-301-4486 so we can see if anything could work out. ",2012-11-11T17:03:52-06:00,emailnotfound
to minneapolis on 11/16 (overland park),kansascity,http://kansascity.craigslist.org/rid/3402886420.html,i'm getting ready to head out to minneapolis this friday 11/16 around 2-3pm - flexible with time. i'm offering a ride on my toyota 4runner in exchange for gas money share. there will be enough room for two and any luggage you may have. i'm a safe and [...],2012-11-11T16:41:55-06:00,emailnotfound
someone to rideshare from kc area to idaho falls id (kc to idaho falls id vicinity),kansascity,http://kansascity.craigslist.org/rid/3401930856.html,"my vehicle, possibly share gas expenses...sometime around the end of november first week of december ",2012-11-11T09:09:29-06:00,emailnotfound
johnnys ride to work program*as seen on fox 4*ride today*pay later (mo/kan),kansascity,http://kansascity.craigslist.org/rid/3401002035.html,"johnnys is ofering a ""ride to work "" program that provides transportation to and from work on a daily basis. he understands difficult times, so he is offering to wait till payday for payment. (restrictions apply)' 
watch this video from channel 4...  [...]",2012-11-10T17:50:52-06:00,emailnotfound
k.c.i. express*door to door*non-stop* (kc),kansascity,http://kansascity.craigslist.org/rid/3401000103.html,"johnny's arrive alive ""on time every time"" 
as seen on fox 4 news 
http://fox4kc.com/2012/10/18/service-helping-people-who-cant-get-behind-the-wheel/ 
&gt;we offer late model sedans and vans. 
&gt;complimentary beverages 
&gt;departures to k.c.i. bef [...]",2012-11-10T17:49:46-06:00,emailnotfound
anyone driving to the rainbow gathering in mexico?,kansascity,http://kansascity.craigslist.org/rid/3400439136.html,"i will be going down for the gathering from south carolina, and would like to find a ride back to missouri to see family. if you are driving down and back please let me know. ",2012-11-10T13:27:30-06:00,emailnotfound
"i need a ride from kansas city, mo to sioux falls ,sd (kansas city)",kansascity,http://kansascity.craigslist.org/rid/3399718163.html,needing a ride to sioux falls sometime at the end of november. contact the post and we can agree on a price for gas. i do smoke cigarettes.. but nothing illegal .. i also will not drive.,2012-11-10T08:32:03-06:00,emailnotfound
ride to austin,kansascity,http://kansascity.craigslist.org/rid/3399630010.html,need ride to austin november 13.. call me @ 402-452-9564,2012-11-10T07:38:38-06:00,emailnotfound
need a ride out of state? or local (anywhere),kansascity,http://kansascity.craigslist.org/rid/3334353720.html,you pay for the gas and for alittle of our time and we will take you were you need to go just set a time and we are ready we have a 7 pssenger van cal or ext 913 957 8841,2012-11-09T22:16:13-06:00,emailnotfound
looking for a ride to florida  (nkc),kansascity,http://kansascity.craigslist.org/rid/3398573994.html,hi i'm looking for a ride to the tampa bay area in the near furture if anyone is going that way please hit me back. very cool laid back guy just looking for a way back home. i don't have much money but can help with the driving. thank you.,2012-11-09T16:16:07-06:00,emailnotfound
kansas to cali,kansascity,http://kansascity.craigslist.org/rid/3398562697.html,i'm in need of a ride to northern california . i have with me four small boxes and some gym bags with all my clothes . i also have two dogs. i can help out with gas and anything else along the way . as i don't have a certaint date to leave doesn't ma [...],2012-11-09T16:11:14-06:00,emailnotfound
headed to denver (kc),kansascity,http://kansascity.craigslist.org/rid/3398557397.html,headed to denver sat if u looking for a ride that way call or text 812-201-8546,2012-11-09T16:08:54-06:00,emailnotfound
"need ride to austin (or okc, dallas) (lenexa, ks)",kansascity,http://kansascity.craigslist.org/rid/3397704142.html,"i would like to leave on tuesday nov 13. my ultimate destination is austin but if i can even just get as far as okc or dallas i can megabus the rest of the way. can split gas and help with driving. thanks. 
-chris 
504-756-0354 ",2012-11-09T10:47:26-06:00,emailnotfound
kansas city to hays ks (kansas city to hays),kansascity,http://kansascity.craigslist.org/rid/3397012516.html,"i am seeking a ride to hays, ks (russell, ks) just me and a backpack. let me know if you can give me a ride. 
612.605.2789. 
i can pay for gas. i prefer not to drive. 
let me know. thank you. i hope to get there by friday night or early saturday am.",2012-11-09T01:05:11-06:00,emailnotfound
commute from liberty,kansascity,http://kansascity.craigslist.org/rid/3395804965.html,"i need to share a ride from liberty to downtown kcmo or even to overland park mornings and then back in the evening. will pay for all gas. 
email if interested",2012-11-08T13:42:33-06:00,emailnotfound
ride to lawrence (westport),kansascity,http://kansascity.craigslist.org/rid/3395603458.html,hey there if anyone is going from kc mo to lawrence today or tomorro i would appriciate a ride. thank you...ps i'm willing to pitch for gas.thanks,2012-11-08T12:28:32-06:00,emailnotfound
ride from kc to boulder colo (boulder colo),kansascity,http://kansascity.craigslist.org/rid/3395514119.html,need help with gas traveling thru kc soon no dogs i have one and he doesnt get along with other dogs.420 hello peace,2012-11-08T11:55:59-06:00,emailnotfound
ride offered - kansas city to las vegas on mon 11/26 (kansas city),kansascity,http://kansascity.craigslist.org/rid/3394608497.html,"i'm offering a ride from kansas city to las vegas. 
leaving november 26th. contact me on zimride: http://www.zimride.com/ride/share?ride=521596 ",2012-11-08T00:17:08-06:00,emailnotfound
driving to champaign il tomorrow (kansas city),kansascity,http://kansascity.craigslist.org/rid/3394181683.html,"i am driving from kansas city to champaign, il tomorrow 11/8/2012 around 2:00pm. if you need ride shoot me a txt on 646-912-8687",2012-11-07T19:06:28-06:00,emailnotfound
need ride to olathe thursday morning (overland park),kansascity,http://kansascity.craigslist.org/rid/3393265332.html,"i need to be in olathe by 10:00 a.m. thursday morning. i live near homer's in overland park. i can compensate for gasoline. 
call me at 816-448-3545 and leave your number. i'll call you right back. thanks!",2012-11-07T12:41:51-06:00,emailnotfound
need ride to/from leavenworth (kansas city),kansascity,http://kansascity.craigslist.org/rid/3393256145.html,"some weekday soon, i need a ride to leavenworth in the morning. i'll spend the better part of the day there, then need a ride back to k.c. in the afternoon or evening. looking for someone who could take me one way or both. if you want to tag along, i [...]",2012-11-07T12:38:38-06:00,emailnotfound
dependable airport shuttle service (overland park and surrounding areas),kansascity,http://kansascity.craigslist.org/rid/3391756609.html,hello everyone my name is paul do u want a safe dependable ride to airport someone who can speak english and dosen't charge u an arm and a leg then call me. i charge a flate rate of 45 from the overland park area and a 55 flate rate from the olathe a [...],2012-11-06T18:24:24-06:00,emailnotfound
ride offered kansas city to california,kansascity,http://kansascity.craigslist.org/rid/3364362230.html,i will be driving from florida to california within the next 2 weeks. split gas expenses 50/50. willing to drop you anywhere along the way or most anywhere in the state of california as i will be traveling all the way to oregon. please call 850-866-9 [...],2012-11-06T11:40:01-06:00,emailnotfound
kc to spfld with box trailer fri (kc ),kansascity,http://kansascity.craigslist.org/rid/3390399945.html,taking an empty enclosed trailer to spfld. mo friday night empty. i can ship something with me. (has a motorcycle tie down.) it will come back full sunday mid morning. ride offered as well. no smoking inside. clean truck. i will leave at 5 probably.  [...],2012-11-06T09:17:28-06:00,emailnotfound
ride offered to denver on thursday (denver),kansascity,http://kansascity.craigslist.org/rid/3388619133.html,driving from kansas city to denver on thursday leaving around 9. don't have a ton of room for your stuff maybe a suitcase or two and all i ask is half of the gas! text me at 303 eight four seven 7322,2012-11-05T13:11:08-06:00,emailnotfound
need a ride to northern cal??? (north of bay area),kansascity,http://kansascity.craigslist.org/rid/3387213476.html,"leaving tuesday for northern cal., looking for a rider to share gas, expenses, etc....let me know....thanks",2012-11-04T20:51:17-06:00,emailnotfound
kc to wichita tonight (kc),kansascity,http://kansascity.craigslist.org/rid/3386555039.html,leaving kc for wichita around 6:30pm tonight. i am open to traveling thru emporia ( fastest way) or thru lawrence. driving a dodge durango so can haul stuff too. guys only,2012-11-04T14:51:52-06:00,emailnotfound
ride offer nola/points between,kansascity,http://kansascity.craigslist.org/rid/3386326377.html,"leaving to new orleans tues nov 6. 70 east to st lois, 55 south to nola.can drop you off alon the way. split driving/gas. call or text mason 785-330-3928",2012-11-04T13:07:10-06:00,emailnotfound
i need a lift; slc to the state of jefferson (northern california),kansascity,http://kansascity.craigslist.org/rid/3385312512.html,"ride requested; 
from the salt lake to the ""state of jefferson"". 
if any is traveling to northern california area in the next day or three... please let me know. 
i do not have much to offer in the way of cash.. yet ought to be able to have something [...]",2012-11-03T23:26:04-05:00,emailnotfound
ride needed end of month: kc to mpls (overland park),kansascity,http://kansascity.craigslist.org/rid/3385177525.html,"twentysomething male needs ride to minneapolis from kansas city any time as long as it's soon. i am, of course, willing to split gas. returning definitely a plus, but not necessary. just only wanna bus it one way if possible. i'll keep posting for th [...]",2012-11-03T21:31:56-05:00,emailnotfound
bannister to north kansas city- monday to friday  (south kc to north kc mon - fri),kansascity,http://kansascity.craigslist.org/rid/3330670128.html,"i ride from near bannister road (e 87th street) to tiffany springs in north kansas city and back monday to friday every week as i work 8am -5pm. 
anyone needing a rideshare or a ride can reply. we can either alternate rides or cash for ride. ",2012-11-03T16:43:37-05:00,emailnotfound
ride to hays kansas (hays along i-70),kansascity,http://kansascity.craigslist.org/rid/3384633158.html,need ride to hays kansas,2012-11-03T16:15:46-05:00,emailnotfound
ride offer to portland,kansascity,http://kansascity.craigslist.org/rid/3384130703.html,"heading to portland this week or so, sooner or later depending on response have seats for 3 people. pets and smokers welcome. the cost for the full trip would be about a bill, less if your going to salt lake city or anything else on i-80. feel free t [...]",2012-11-03T12:47:37-05:00,emailnotfound
"rideshare to austin, tx and back (kansas city [to / from] austin,tx)",kansascity,http://kansascity.craigslist.org/rid/3382920297.html,"heading out for austin,tx sunday evening, nov. 11th. return will be approximately within the same week - give or take a day - depending on my follow-up appt. date/time. 
split gas 50/50, one way or round trip. no smoking allowed (in my car). 
call or [...]",2012-11-02T20:39:37-05:00,emailnotfound
kc to omaha on sat the 3rd (kansas city),kansascity,http://kansascity.craigslist.org/rid/3382656104.html,hello travelers! i am headed out from kc to omaha tomorrow the 3rd and can take up to two other people that are looking for a ride and want to split gas costs. i don't smoke but don't mind if you do. text or call do not email me...954-253-851nine...m [...],2012-11-02T18:10:45-05:00,emailnotfound
ride offered 11/12 kansas city to denver,kansascity,http://kansascity.craigslist.org/rid/3373661495.html,"11/12 ride offered from kansas city to denver 
cost is $50 = 1/2 of gas expense 
please call or txt me @ 850-866-9040",2012-11-02T16:55:57-05:00,emailnotfound
arrive alive not bad (kc metro),kansascity,http://kansascity.craigslist.org/rid/3381237555.html,"i've been riding with johnny's drivers for about 3 weeks. honestly, it has been interesting, but i have to say that johnny makes sure that he is a man of his word. he keeps his drivers accountable and if you are unhappy with anything at all he is alw [...]",2012-11-02T08:29:42-05:00,emailnotfound
kansas city to saint louis(almost) (kcmo to columbia.),kansascity,http://kansascity.craigslist.org/rid/3380684868.html,"if you need a ride to columbia let me know. 
i am leaving early saturday morning or late friday night. 
early= 5 am 
late = 8 pm 
let me know which you would prefer. 
send me an email with a phone number. i will give you a call by 5 pm friday",2012-11-01T21:29:12-05:00,emailnotfound
kc to atlanta,kansascity,http://kansascity.craigslist.org/rid/3379685200.html,"headed to atlanta friday (tomorrow) morning hit me up if you need a ride. i will be going through springfield, memphis, and birmingham if you would like to be dropped off along the way.",2012-11-01T13:37:24-05:00,emailnotfound
anyone going to joplin (kcmo-joplin),kansascity,http://kansascity.craigslist.org/rid/3378857824.html,"50 yr old white male in need of a ride to joplin mo. this weekend. i don't have money for trip and, need to be there by 9:00 am monday morning. i would be very happy to work out some sort of labor in exchange for ride. contact info (816) 457 -8378 th [...]",2012-11-01T07:25:30-05:00,emailnotfound
kc to taos nm west  (grandview mo),kansascity,http://kansascity.craigslist.org/rid/3378451959.html,school bus and suburban headed west. space to haul people luggage or can also tow a trailer. looking for help with fuel costs. 505-692-3266 ezra leaving within a week,2012-10-31T21:53:05-05:00,emailnotfound
need a ride to nashville (tn) - end of november (springfield (mo)),kansascity,http://kansascity.craigslist.org/rid/3377978182.html,couple needs a ride to nashville (tn) last days of november (28/29/30). you can collect us around springfield (mo) or let us know where.,2012-10-31T16:53:58-05:00,emailnotfound
need a ride to memphis or atlanta or orlando (springfield (mo)),kansascity,http://kansascity.craigslist.org/rid/3377873621.html,we are a couple and we need a ride from springfield (mo) to orlando (fl). if springfield isn't on your route tell us where you are able to pick us up. we have a backpack each. our dates are flexible but the idea is to arrive in the orlando area betwe [...],2012-10-31T16:03:15-05:00,emailnotfound
"ride offered kc,mo going north",kansascity,http://kansascity.craigslist.org/rid/3377621443.html,"offering ride from kansas city, mo to eau claire, wi... so if you're headed to des moines or minneapolis you can come with me....room for 1 person. 
gas needed would be 30-40 bucks 
phone will be shut off as of midnight tonight so email if you see th [...]",2012-10-31T14:16:53-05:00,emailnotfound
anyone need a ride to springfield tonight (kamsas city),kansascity,http://kansascity.craigslist.org/rid/3376250654.html,anyone need a ride tonight to springfield,2012-10-30T21:40:44-05:00,emailnotfound
