title,postingFrom,permalink,shortDescription,postingDate,mailToLink
i need a ride to florida,tulsa,http://tulsa.craigslist.org/rid/3355937763.html,"i need a ride from austin, texas to venice, or sarasota, or tampa, florida i can help pay for gas and i have a valid drivers license so i can do some of the driving if needed. 
i can leave any time on mon or any day of the week. 
i'm traveling around [...]",2012-10-22T00:49:53-05:00,emailnotfound
is anyone heading west? (tulsa),tulsa,http://tulsa.craigslist.org/rid/3355502403.html,"i'm trying to get to san francisco, but anything heading the general direction is good too.",2012-10-21T19:26:19-05:00,emailnotfound
"need a ride to work, please (tulsa, ok)",tulsa,http://tulsa.craigslist.org/rid/3351677272.html,"hi, i am without a vehicle currently, and am in need of a ride to work tomorrow, saturday october 20th before 11 am, please. 
i am located near admiral and sheridan and need to go to union and 51st st. 
please contact me via text or call my cell phon [...]",2012-10-20T00:38:00-05:00,emailnotfound
anyone going to stillwater,tulsa,http://tulsa.craigslist.org/rid/3348981944.html,want to share ride from tulsa to stillwater tomorrow afternoon for 2 person.can also join in the return journey too.reply soon.,2012-10-18T20:02:00-05:00,emailnotfound
needing ride to seattle washington,tulsa,http://tulsa.craigslist.org/rid/3348559383.html,i am in bad need of a ride to seattle i have a job waiting for me there i can help drive and help with some gas just homeless sleeping on couches of a few people and just need some help with a ride im a 38 male thank u and god bless,2012-10-18T16:36:02-05:00,emailnotfound
"need ride from tulsa, ok to albany, ny ( )",tulsa,http://tulsa.craigslist.org/rid/3346354712.html,"m, 38, non smoker, clean needs to get back home to albany, ny. i'm a truck driver so i have no problem helping to drive, heck, i am use to safely driving a loaded semi 600+ miles within 11 hours so driving is perfect. 
please reply with ""cdl a"" in th [...]",2012-10-17T18:02:19-05:00,emailnotfound
need ride for two tulsa to okc and back -concert on october 31st,tulsa,http://tulsa.craigslist.org/rid/3344995042.html,"the ride i had can't take us anymore, and i've already purchased the tickets.its for myself and a friend, i'm,21, she's 18. i'll fill up your gas tank, if anyone is going to the concert and can give us a ride please e mail me",2012-10-17T09:16:17-05:00,emailnotfound
from tulsa to dallas october 18th (tulsa-dallas),tulsa,http://tulsa.craigslist.org/rid/3320054540.html,"me and my friend (we are 21yrs old) are driving from tulsa to dallas for a concert, we'll be leaving the 18th morning. we are whiling to share our ride for a small gas fee. we have enough space for 2 more people. and we are coming back on the 19th af [...]",2012-10-16T09:16:18-05:00,emailnotfound
ride needed from tulsa to norman (tulsa),tulsa,http://tulsa.craigslist.org/rid/3340046004.html,"i would like a ride to norman, ok anytime in the next week. a return date would also be appreciated, but not necessary. i can pitch in on gas or drive. 
thanks, 
ellen",2012-10-15T08:48:51-05:00,emailnotfound
"need emergency ride to springfield, mo (tulsa to springfield)",tulsa,http://tulsa.craigslist.org/rid/3338285872.html,"i am in desperate need of a ride from tulsa to mercy hospital in springfield, mo. 
my 19 yr. old son was severely injured in a car wreck and flown to springfield. i need to get to him asap, but i have no vehicle. 
as much as it bothers me to have to  [...]",2012-10-14T11:30:55-05:00,emailnotfound
harrison ark (tulsa),tulsa,http://tulsa.craigslist.org/rid/3336007788.html,"i have an unique situation. my brother is in icu at harrison ark. i need to get my mother there to help support him. we need about $300.00 by sunday evening. 
my husband is litteraly jack of all trades. he can work on cars/trucks, build, yardwork, as [...]",2012-10-13T09:38:21-05:00,emailnotfound
ride to tahlequah (muskogee area ),tulsa,http://tulsa.craigslist.org/rid/3333637548.html,"need ride to tahlequah from muskogee 
anytime between the 12th thru the 15th of oct",2012-10-12T09:10:31-05:00,emailnotfound
need a ride to tulsa  for work please  (owasso),tulsa,http://tulsa.craigslist.org/rid/3333496235.html,i need a ride today to work b4 4pm .. thanks hit me up .. 918 608 4377 please hit me up really need the help thanks ... ,2012-10-12T07:51:36-05:00,emailnotfound
offering ride or item transport tulsa to mexico  (anywhere inbetween),tulsa,http://tulsa.craigslist.org/rid/3302534772.html,"i will be leaving for mexico in approximently two weeks. i am offering a ride or item transport from tulsa to mexico city and anywhere between. i will go through tulsa, mcalester, dallas, austin, waco, san antonio, laredo, nuevo laredo, tamalipas, mo [...]",2012-10-11T15:26:26-05:00,emailnotfound
unitarian church (tulsa),tulsa,http://tulsa.craigslist.org/rid/3328378857.html,"hello. my seven year old son and i would very much like to attend a uu church in tulsa. i do not drive, the uu churches in tulsa do not have van service and busses don't run on sunday so getting to and from one is a bit of a problem. i live near 51st [...]",2012-10-09T20:42:20-05:00,emailnotfound
needing a ride to catoosa  (tulsa),tulsa,http://tulsa.craigslist.org/rid/3325083505.html,"hi im needing a ride to catoosa soon willing to pay u gas money needing the ride soon plz reply asap 
thank u have a great day ",2012-10-08T14:04:20-05:00,emailnotfound
need load transported to cali?,tulsa,http://tulsa.craigslist.org/rid/3317338764.html,we are heading to anaheim california in morning and would like to offset cost by transporting goods.. we are driving a one-ton dually.. we have no room for peoplejust product.. call 918-955-1624 soon.. we need to be on road asap.. thanks for lookin!!,2012-10-04T22:00:28-05:00,emailnotfound
"omaha/tulsa (trucks only) (bixby, ok/treynor, ia)",tulsa,http://tulsa.craigslist.org/rid/3316788701.html,my parents live about 20 miles east of omaha and are giving me a large family heirloom that i need help transporting down near tulsa. looking for someone making a 2 way trip in the next couple months that i could ride up with and ride back with the i [...],2012-10-04T16:58:46-05:00,emailnotfound
need van picked up..ark to nashville (fayetteville arkansas),tulsa,http://tulsa.craigslist.org/rid/3316233837.html,"hi- 
i need to have a van picked up in fayetteville, arkansas and dropped off in nashville, tn. if anyone is going to be passing through this way and has an auto hauler, let me know & we can talk price. 
thanks!",2012-10-04T13:18:12-05:00,emailnotfound
need van picked up..ark to nashville (fayetteville arkansas),tulsa,http://tulsa.craigslist.org/rid/3316231604.html,"hi- 
i need to have a van picked up in fayetteville, arkansas and dropped off in nashville, tn. if anyone is going to be passing through this way and has an auto hauler, let me know & we can talk price. 
thanks!",2012-10-04T13:17:22-05:00,emailnotfound
need a ride  (wagoner),tulsa,http://tulsa.craigslist.org/rid/3314357563.html,i need a ride from wagoner ok.to batesville or littlerock ar tryning to get home i have no money.all i have is a mt bike and a few bags of cloth if you can do this i will be greatful i would like to leave next week or the week after.thank you and god [...],2012-10-03T16:20:06-05:00,emailnotfound
offering ride or furniture transport to dfw area on friday!!! (downtown),tulsa,http://tulsa.craigslist.org/rid/3285771648.html,returning to dallas in 16 ft. moving truck. just help with some gas. call 972-898-8334.,2012-10-03T09:15:13-05:00,emailnotfound
