title,postingFrom,permalink,shortDescription,postingDate,mailToLink
pickup headed to michigan 11/20 (minneapolis),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3405830212.html,"can drop of riders or cargo in madison, milwaukee, or michigan if you can help with gas$",2012-11-16T22:11:39-06:00,emailnotfound
offer: ride from mpls to kansas city on the 24th (mpls area),minneapolis,http://minneapolis.craigslist.org/ank/rid/3415156359.html,"i am driving to kansas city from anoka on the 24th of november. i plan to leave early and have room for 1 or 2 plus 
some bags. all the way or partial. share gas! 
gaia 
505-920-8018",2012-11-16T19:18:49-06:00,emailnotfound
ride needed to iron range for turkey day (twin cities),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3414747319.html,"anyone going north from the twin cities area to the iron range ( duluth-virginia-cook area? 
i would like to see family up there while on break from school and should be able to come up with some gas money.] 
would be interested in anyone leaving aft [...]",2012-11-16T16:01:41-06:00,emailnotfound
ride needed north duluth/ range (duluth virginia),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3393966313.html,"hello i have a visit with my children in virginia mn scheduled 
for 9 am saturday ( tommorow). 
if anyone can help with ride north would appreciate it. call 612 483 5552 ",2012-11-16T15:55:54-06:00,emailnotfound
"minneapolis - chicago/bloomington, il (chicago)",minneapolis,http://minneapolis.craigslist.org/dak/rid/3414686891.html,"driving through minneapolis on monday nov 19 to bloomington, il. i have room for one person but space for a lot of luggage. i am willing to drive over chicago. you can contact me by email or skype phone numer 1 614 432 8967. if i don't answer the pho [...]",2012-11-16T15:36:40-06:00,emailnotfound
pickup truck headed to nv las vegas denver next friday (minneapolis-denver-vegas),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3365295942.html,"responsible middle aged couple headed back to our winter home in las vegas, driving a large modern ford truck and can pull a trailer, boat, motorcycles, boxes, atv (have open motorcycle trailer available) etc and drop off in las vegas or denver area. [...]",2012-11-16T15:26:40-06:00,emailnotfound
offered: st paul to chicago rt 11/21 - 11/25 (st paul to chicago),minneapolis,http://minneapolis.craigslist.org/ram/rid/3414586725.html,"leaving st. paul around 3pm on wednesday to chicago for thanksgiving. i'll return on sunday, time is flexible. i have room for 2 or 3 passengers. help with gas and driving would be appreciated. no smoking in car. i can stop along the way to pick up o [...]",2012-11-16T14:56:25-06:00,emailnotfound
wanted: ride to mo in nov/early dec (minnesota),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3414403611.html,"i am currently traveling in canada. plan to be in the states around thanksgiving. will be looking for a ride down to missouri sometime then. my plans are extremely flexible. so if you were planning on heading down and would not mind me jumping in, pl [...]",2012-11-16T13:45:38-06:00,emailnotfound
are you driving west(wa-or)? got space in your car for boxes? (minneapolis (any location)),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3361490785.html,"hello all~ 
moving out to nw sometime in november and looking for a way to move some of my stuff out there. seattle-olympia-portland-or eugene all would be fine. 
have any extra space in your car? boxes of all weights & sizes....no space is too small [...]",2012-11-16T13:22:14-06:00,emailnotfound
st.paul to mission tx (mission tx),minneapolis,http://minneapolis.craigslist.org/ram/rid/3414083085.html,"anyone going to mission tx. within the next couple weeks ? 
share the cost of fuel.",2012-11-16T11:48:18-06:00,emailnotfound
ride offered to madison sat or sun and back (mpls/st paul to madison wi),minneapolis,http://minneapolis.craigslist.org/ram/rid/3414068825.html,plan leaving from the twin cities for madison either late today (sat) or sometime tomorrow (sun). this will depend on which day your prefer. return day will be determined at a later time. thanks.,2012-11-16T11:43:09-06:00,emailnotfound
headed out after thanksgiving? (california),minneapolis,http://minneapolis.craigslist.org/ram/rid/3413714835.html,"hello fellow travelers, 
its a lovely day in minnesota, but i'll cut to the chase its cold! thats half the reason i suspect everyones leaving this beautiful state. my boyfriend and i are looking for a ride to california, anywhere in california really [...]",2012-11-16T09:27:56-06:00,emailnotfound
"moving to detroit,mi/toledo area? need items /f.falls area,w/o crating (battle lake, mn.)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3374572558.html,"need small furniture items and a few boxes moved to s.e. michigan area--within 100 miles or so from troy, mi. 48083---( shipping companies require items to be crated if they are less than a truckload )--if you are a private party with room ( or a mov [...]",2012-11-16T08:30:43-06:00,emailnotfound
need a ride?,minneapolis,http://minneapolis.craigslist.org/dak/rid/3413265173.html,just trying to make some extra cash. very clean 4 door sadan. please let me know your pick-up and drop off location. thank you.,2012-11-16T01:49:59-06:00,emailnotfound
"needing a ride to aberdeen during thanksgiving weekend (golden valley, mn)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3412664540.html,"hello, im looking for a ride to aberdeen,s.d. from minneapolis, and maybe back. i have a friend thats geting married on friday,november 23th, and would like to be there for him and his new wife. i am willing to pay half the price of gas, or maybe mor [...]",2012-11-15T18:25:17-06:00,emailnotfound
cheap rideshare to any state,minneapolis,http://minneapolis.craigslist.org/hnp/rid/3412577660.html,"this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on amtrak as well as greyhound bus lines. since we are an online only travel booker, we are able to further discount travel ticke [...]",2012-11-15T17:42:57-06:00,emailnotfound
"ride to lincoln, nebraska saturday morning (chanhassen)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3412502581.html,"hello! looking for a carpool from minneapolis down to lincoln, ne early this satuday november 17th to get there by 2:00pm for the huskers football game! 
i appreciate it! i may drive also and in that case someone could ride with me to split gas! 
hav [...]",2012-11-15T17:08:06-06:00,emailnotfound
rides 4 less to any city or state,minneapolis,http://minneapolis.craigslist.org/hnp/rid/3395869522.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on amtrak as well as greyhound bus lines. since we are an online only travel booker, we are able to further discount travel tic [...]",2012-11-15T17:06:08-06:00,emailnotfound
need someone who is heading to chicago area (lakeville),minneapolis,http://minneapolis.craigslist.org/dak/rid/3412473561.html,i have many boxes of food i need taken to melrose park il. she is a friend of mine who is in need and also getting into the later stages of ms. i would greatly appreciate anybody going that way who could drop the food off the her. all the boxes are o [...],2012-11-15T16:54:49-06:00,emailnotfound
unbelievable rideshare friends and community - trips lists and archive (usa feat google maps),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3412464134.html,http://www.coedroadtrips.com,2012-11-15T16:50:36-06:00,emailnotfound
driving to arcata california,minneapolis,http://minneapolis.craigslist.org/ram/rid/3412405605.html,"hey! 
i am driving to arcata ca in the next few days. i have a nice and comfortable car and have enough room for two passengers and possibly a well behaved small dog too. i'm going to be driving through sd, wy, nv, and through redding into arcata. to [...]",2012-11-15T16:24:30-06:00,emailnotfound
offering ride to/from madison thanksgiving weekend,minneapolis,http://minneapolis.craigslist.org/hnp/rid/3411888892.html,"leaving from downtown minneapolis tuesday 11/20 after work (approx. 5:00 pm) and driving to madison. returning to the cities on sunday 11/25, time tbd. can take up to 3 passengers. i'll drive the whole way, but we'll split gas costs. tuesday departur [...]",2012-11-15T12:55:07-06:00,emailnotfound
wanted trucking company coming to des moines from st.paul,minneapolis,http://minneapolis.craigslist.org/hnp/rid/3411613684.html,i am looking for a trucking company or moving company or someone coming from st. paul to des moines . i have an item to be delivered 515-710-8083 asap,2012-11-15T11:13:48-06:00,emailnotfound
mpls to fargo  (fargo),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3411605888.html,"on 11-16 i will be comeing to mpls to see my brother at the mayo. and same day i will be driving back to fargo if you need a ride hit me up, oh i am a smoker so if you hate smokers dont bother. ",2012-11-15T11:10:50-06:00,emailnotfound
are you going to the iron range for thanksgiving? (grand rapids/iron range),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3402693360.html,"my mother lives in the grand rapids/iron range area in northern minnesota and is planning a trip to the east coast to visit her grandchildren. unfortunately, there is no public transportantion from grand rapids to minneapolis (not even bus service).  [...]",2012-11-15T05:53:47-06:00,emailnotfound
need a ride to fargo (carver),minneapolis,http://minneapolis.craigslist.org/csw/rid/3411022338.html,i am looking for a ride back to fargo on the sunday after thanksgiving. would prefer someone with a truck or suv. i will gladly split the cost for gas and i am very easy to get a long with. thank you.,2012-11-15T04:42:11-06:00,emailnotfound
split fuel cost to florida  (daytona),minneapolis,http://minneapolis.craigslist.org/ram/rid/3410992369.html,"looking to split the fuel cost to daytona florida. 
looking for 1 or 2 more people to join myself and a friend 
heading to florida daytona area would like to leave nov . 22nd ",2012-11-15T03:29:47-06:00,emailnotfound
ride offer: heading east through minneapolis (montana-&gt;michigan),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3410921475.html,"hi i'm a canadian driving through the northern states to ontario. i'll be going through minneapolis some time this weekend likely if any one needs a ride anywhere between there and toronto, canada.",2012-11-15T01:13:03-06:00,emailnotfound
minneapolis to elgin near chicago (mpls - elgin),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3410768863.html,"i will be driving from minneapolis to elgin, illinois on weds, nov 21st with my sister and returning on sunday afternoon. i have 2 spots available in my car for one or both ways and would split gas with everyone (it would probably be around $10-15 pe [...]",2012-11-14T22:30:10-06:00,emailnotfound
ride offered to northern california from minneapolis,minneapolis,http://minneapolis.craigslist.org/hnp/rid/3410765896.html,"i will be leaving the minneapolis area tomorrow morning, 11-15-12, driving towards redway, california. i would love to share the driving and some of the gas money. i plan to drive through south dakota, wyoming, utah, and nevada and am willing to drop [...]",2012-11-14T22:27:47-06:00,emailnotfound
ride needed - st paul to austin on wed 11/14 (st paul),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3410388148.html,"i'm looking for a ride from st paul to austin. 
leaving november 17th to end of november. i moved up to st. paul, mn for work. i just got laid off so i'm heading back to austin, tx. i only have 2 suitcases, my sleeping bag and a back pack. also, i do [...]",2012-11-14T18:37:20-06:00,emailnotfound
"arizona for christmas...? (minneapolis to yuma, az)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3410348246.html,"anyone happen to want to rideshare to yuma, az? looking for reliable transportation or i can provide the same. we could save some money by driving down together. looking for december 22nd to january 1st - with flexibility around dates... professional [...]",2012-11-14T18:17:06-06:00,emailnotfound
empty truck going to florida this weekend (st cloud),minneapolis,http://minneapolis.craigslist.org/ank/rid/3410171210.html,empty pick-up truck with trailer hitch going to florida this weekend! can haul/tow (help with fuel cost),2012-11-14T16:53:32-06:00,emailnotfound
"ride offer - mpls to chicago & back, nov 24 - 26 (minneapolis)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3409913094.html,"hey folks, 
i'm heading out from minneapolis, and splitting gas/tolls is cheaper than mega bus at this point. so who's trying to get to chicago? or if you're looking to get from chicago to mpls, that's good, too. i'm totally down with giving someone  [...]",2012-11-14T15:06:12-06:00,emailnotfound
"need a ride to columbus, oh (minneapolis)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3409676232.html,"i am a female needing a ride to columbus, oh. i can help with driving and gas too. i don't have much stuff i am bringing... if you are coming back through i could also use a ride back. 
let me know! 
thanks!!! ",2012-11-14T13:37:04-06:00,emailnotfound
rent my 2008 bmw m5 for $99.00/day,minneapolis,http://minneapolis.craigslist.org/dak/rid/3409663072.html,"rent my 2008 bmw m5 in inver grove only 21000 miles. interior is in like new condition. exterior is in very good condition. one scratch on the front drivers side wheel. 
v10 
507hp. 
connect your mp3 player (or iphone) to the premium sound system. 
g [...]",2012-11-14T13:32:18-06:00,emailnotfound
ride offered - st paul to madison on wed 11/21 (st paul),minneapolis,http://minneapolis.craigslist.org/ram/rid/3409358673.html,"i'm offering a ride from st paul to madison. 
leaving november 21st returning november 25th. i'm an easy going person with a responsible impish personality. i respect everyone and like to enjoy my time. i can share numerous stories or watch the dashe [...]",2012-11-14T11:42:21-06:00,emailnotfound
trips b/t madison & twin cities (i live in madison),minneapolis,http://minneapolis.craigslist.org/ram/rid/3409218729.html,"hi. for this holiday and at other times i would like to find a passenger who is willing to drive my car the 10 hour round trip and to make a small contribution towards gas. my family is in st. paul, but i live/work in madison. if this interests you r [...]",2012-11-14T10:51:58-06:00,emailnotfound
madison friday (st paul),minneapolis,http://minneapolis.craigslist.org/ram/rid/3409020944.html,going to madison friday for badger game looking for a ride or willing to drive for sharing gas. email me,2012-11-14T09:34:13-06:00,emailnotfound
rides to airport (west metro),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3408860523.html,"safe reliable and clean car rides to minneapolis airport via 2005 yukon xl, or tourage vw. 
please call for availability and rates 
jack 
952-449-3196 x255",2012-11-14T08:15:43-06:00,emailnotfound
ride offered: minneapolis southbound (destination fl) (minneapolis),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3408429191.html,"hello~ i'm heading south wednesday morning and have room for riders! asking for help with fuel. i have room for three. let me know~ leaving before 8am, heading south on 35 through ia and mo.",2012-11-13T22:54:21-06:00,emailnotfound
need ride to duluth (minneapolis),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3408121010.html,"friday, november 16 need ride to duluth. 
female, 23 years old, very chill, can contribute some gas money, but not a whole lot. 
i'm good company. thanks! 
cat 
text/call me if this is an option 
612 363 6042",2012-11-13T19:36:13-06:00,emailnotfound
minneapolis to indianpolis,minneapolis,http://minneapolis.craigslist.org/hnp/rid/3408087033.html,"driving from minneapolis to indianapolis, via chicago early morning december 1st. have space for stuff and people. i am a female driving alone, small stickshift car. looking for someone to help with gas and possibly driving. let me know if you are lo [...]",2012-11-13T19:18:25-06:00,emailnotfound
ride needed north tomorrow (north on 35 preferably cloquet),minneapolis,http://minneapolis.craigslist.org/ram/rid/3408030003.html,"would be 2 people and a dog from i-94 and snelling ave in st paul to northern mn. we are meeting a family member for a ride so we can go hunting, however we would like to decrease their stress and drive time by meeting them closer, we need to leave a [...]",2012-11-13T18:49:09-06:00,emailnotfound
mpls to ann arbor (12/5- 8 am) (uptown),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3407280595.html,"hello, 
i am taking the megabus to new york, but have to stop in ann arbor first to catch the bus. sadly the bus comes at 8 am. if you wanted to come tuesday night, that could work as well, i just do not want to take anymore time off of work per se.  [...]",2012-11-13T13:40:01-06:00,emailnotfound
need a ride to northern cali or close (mm),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3407270583.html,"i'm looking for a rideshare to northern cali. if your going to reno or utah that works well. i have a valid dl, willing to share driving and split gas. can leave after thursday 15. 
thanks!!",2012-11-13T13:36:16-06:00,emailnotfound
"epic ""warmth of the sun"" road trip (minneapolis)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3407232499.html,we are a group of experienced travelers (featuring artists and organic farmers) planning a slow meandering trip south along highway 61 and the mississippi river to new orleans soon after thanksgiving. after mardi gras (2.12.13) in nola (and/or cajun  [...],2012-11-13T13:21:29-06:00,emailnotfound
ride needed mankato - eagen (mankato),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3407163610.html,"i am looking for a ride from mankato to minneapolis on wednesday, november 14 (tomorrow) anytime after 2p. i want to get to eagen but anywhere nearby works for me. if can share gas and drive. contact me via email or phone 267-648-2741. my name is bhu [...]",2012-11-13T12:56:43-06:00,emailnotfound
need ride tomorrow before 2 pm to pick up tv and computer! (minneapolis),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3406593540.html,i am in need of a ride tomorrow weds i need to pick up a tv in eden prairie and a computer in brooklyn park.then going back home to minneapolis south minneapolis after that.if there is someone who can help out please send contact info thank you!,2012-11-13T09:26:26-06:00,emailnotfound
"need a ride to fargo, nd (msp-fargo)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3405992048.html,"looking for a ride from msp nov. 27th to fargo, nd. i am willing to split gas, etc. i am from the fargo area and am coming home to visit my family before i start work in salt lake city on dec. 13th. please email me if you have questions or if you can [...]",2012-11-12T22:59:01-06:00,emailnotfound
looking for ride to twin cities from center city...,minneapolis,http://minneapolis.craigslist.org/ank/rid/3405943748.html,"looking for ride to rosedale mall, east st.paul, or mounds view twice a week (mon.-sat.) for plasma donation appts. 
there would be 2 of us riding along - we are very friendly and easy to get along with. 
will compensate :-) 
please email if interest [...]",2012-11-12T22:19:52-06:00,emailnotfound
rideshare between longlk to bloomington (twin cities;westburb to bloomgtn),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3405881730.html,"looking to save on gas.... and take the ""sane lane"" from western suburbs long lake 
to bloomington. looking to carpool occasionally; somewhat flexible schedule but 
prefer to work 830-9 to 530pm ..... let me know if this could work. 
nice fairly quie [...]",2012-11-12T21:35:40-06:00,emailnotfound
ride needed - minneapolis to la crosse on thu 11/22 (minneapolis),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3405859693.html,"i'm looking for a ride from minneapolis to la crosse. 
leaving november 22nd. this is for two people. my fiancee and myself to get to family for thanksgiving. 
email me at andreas.sf@hotmail.comcontact me on zimride: http://www.zimride.com/ride/share [...]",2012-11-12T21:21:15-06:00,emailnotfound
ride needed - minneapolis to river falls on tue 11/20 (minneapolis),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3405807277.html,"i'm looking for a ride from minneapolis to river falls. 
leaving november 20th. i would like leave ideally at 4:00 pm, but anytime during the afternoon on this day will work out nicely contact me on zimride: http://www.zimride.com/ride/share?ride=528 [...]",2012-11-12T20:48:44-06:00,emailnotfound
ride offered - minneapolis to omaha on tue 11/20 (minneapolis),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3405790033.html,"i'm offering a ride from minneapolis to omaha. 
leaving november 20th returning november 25th. contact me on zimride: http://www.zimride.com/ride/share?ride=528441 ",2012-11-12T20:38:27-06:00,emailnotfound
kitten needs transport to il (antioch il),minneapolis,http://minneapolis.craigslist.org/ram/rid/3399117188.html,"kitten needs a ride to antioch il shelter 
he will be traveling from st paul to: 
haven at the inn animal rescue 
17273 w edwards rd 
antioch il 60002 
please contact me @ 262 220 0977 if you can help out , can provide some $ towards gas aswell 
than [...]",2012-11-12T18:51:47-06:00,emailnotfound
looking for a weekly carpool/transport service (bloomington to blaine),minneapolis,http://minneapolis.craigslist.org/ank/rid/3405206258.html,"i work weird hours and don't drive so getting back from bloomington to blaine is close to impossible. if your interesting in letting me ride with you or you just want to make some extra money please contact me. 
price is negotiable",2012-11-12T16:02:07-06:00,emailnotfound
heading to ny new york...? (nyc),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3393696733.html,"looking either ride with someone leaving right around thanksgiving and coming back sometime after the 30th of november... 
if i can't find someone traveling that way i will take my car or rent a car and then be offering a ride or 2 or 3 depending on  [...]",2012-11-12T13:55:13-06:00,emailnotfound
"twin cities to bloomington, il via chicago nov 19",minneapolis,http://minneapolis.craigslist.org/dak/rid/3404559877.html,"driving from fargo, nd - bloomington, il. i am willing to pick someone up in minneapolis and driving over chicago (if necessary). you are also welcome to get of at any place on my route. i leave fargo on nov 19 not sure what time i will be in minneap [...]",2012-11-12T12:12:46-06:00,emailnotfound
need a ride to duluth on nov 17 (united states),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3404472490.html,"looking for a ride to duluth from ne minneapolis on nov 17 sometime in the morning... 
i will chip in for gas 
thanks",2012-11-12T11:43:18-06:00,emailnotfound
"buffalo/niagara falls, ny (toronto, ontario)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3404067903.html,"hi! i'm looking to see if anyone travels between minneapolis and buffalo, ny (i'm from toronto; however i can hop on the shuttle in buffalo). i'd like to go back every now and then, so if you travel out that way, i'd help with gas, i don't smoke, and [...]",2012-11-12T09:17:33-06:00,emailnotfound
looking for weekly carpool,minneapolis,http://minneapolis.craigslist.org/ram/rid/3404065329.html,i'm looking for someone to carpool with in blaine area. my work hrs will vary and buses don't always run some hrs.,2012-11-12T09:16:28-06:00,emailnotfound
driving from twin cities to california (st. paul to bay area),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3396369266.html,"i will drive from the twin cities to california starting on november 14. i am looking for a safe, responsible driver to accompany me and share driving duties. you must have a valid driver's license and be comfortable driving long hours on interstate  [...]",2012-11-12T08:53:30-06:00,emailnotfound
sioux falls (south dakota),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3403970588.html,"hi, i'm looking for a ride to sioux falls sd. wednesday afternoon. 
leaving from southern suburbs. 
john from sioux falls. ",2012-11-12T08:33:10-06:00,emailnotfound
ride needed colorado for thanksgiving (minneapolis),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3403946183.html,"need a ride to and from colorado for thanksgiving. i'm a 30 year old music teacher with a perfect driving record. looking to leave around wednesday the 21st and return around sunday the 25th. 
thanks, 
ty 
718 536 9505",2012-11-12T08:20:47-06:00,emailnotfound
need a ride to kc  (stillwater),minneapolis,http://minneapolis.craigslist.org/wsh/rid/3403359980.html,looking for any one going to kc willing to chip in on gas leaving asap,2012-11-11T21:14:44-06:00,emailnotfound
one way to decorah ia (decorah ia),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3403171813.html,"i need a one way ride to decorah ia to pick up a car. leaving sat or sun morning would be best, but would consider other times.",2012-11-11T19:16:27-06:00,emailnotfound
"in need of a ride to big lake, mn (woodbury)",minneapolis,http://minneapolis.craigslist.org/wsh/rid/3403155486.html,"well i live in woodbury, mn and my boyfriend lives in big lake, i want to go up and visit him, but there arnt any busses from woodbury to downtown on a regular basis. so i wanted to see if there was anyway anyone could give me a ride up there. if you [...]",2012-11-11T19:06:58-06:00,emailnotfound
need ride out to california! (saint paul),minneapolis,http://minneapolis.craigslist.org/ram/rid/3402696457.html,"hello, two friendly riders need to get out to california this week! we are able to drive long distances and only have a backpack each. if you could help us out that would be great!! send me an email if you have any questions. thanks!",2012-11-11T15:09:40-06:00,emailnotfound
"need to get a dog to minot, nd fast! (minot)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3402464900.html,"my husband left me with his dog, then he left me. i just had emergency surgery last night and need to get this dog to him. she's trained, nice, 18 lbs. would probably only have to stop once for a break. this is urgent! i can no longer care for this d [...]",2012-11-11T13:22:26-06:00,emailnotfound
rapid city (south metro),minneapolis,http://minneapolis.craigslist.org/dak/rid/3401011812.html,i ( 39 y/o wm with a ginormous beard) am heading to rapid city next weekend (november 17th-18th) and will be happy to give someone a ride in exchange for sharing fuel costs. email and we can chat/meet prior to next weekend. ,2012-11-10T17:56:19-06:00,emailnotfound
"msp to madison (madison, wi)",minneapolis,http://minneapolis.craigslist.org/wsh/rid/3400697490.html,"on thursday dec 20th anytime after 630pm i need to try and find a ride to madison, wi after my flight lands at msp. i looked at megabus and the next available bus leaves at 1030pm. its a 5 hour and 20 minute ride for $25. i would rather not take a bu [...]",2012-11-10T15:17:56-06:00,emailnotfound
minneapolis to rochester (s mpls-ne rochester),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3400515403.html,"hey there, looking for a ride for two people (brother and sister) to get down to rochester from south minneapolis anytime between friday 11/16 at night and early sunday 11/18 morning. happy to drive. we'll pay for the gas. 
danika",2012-11-10T13:58:47-06:00,emailnotfound
mpls. to green bay (mpls),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3400279034.html,"wanted rider's to green bay wi for thanksgiving weekend 
leaving tuesday november 21 returning on the week end 
non-smoker, no alcohol 
suv 
i can take up to 2 riders 
series inquiries only",2012-11-10T12:24:48-06:00,emailnotfound
rosemount to apple valley (shannon + 144th st to 42 + cedar),minneapolis,http://minneapolis.craigslist.org/dak/rid/3399879006.html,need ride from and to areas above to get to work. please email response. ,2012-11-10T09:48:04-06:00,emailnotfound
need to get to atlanta by noon sunday,minneapolis,http://minneapolis.craigslist.org/hnp/rid/3399638899.html,anyone heading that way that has room for a passenger? ,2012-11-10T07:44:41-06:00,emailnotfound
 weekly driver needed (south mpls),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3399334719.html,"i am looking for a driver who can take me and drop me off at work, my schedule is a bit crazy some days i work 10 hrs and others 4 and 8 hour shifts, i don't live too far from my job just need rides for the next few months, i don't have a specific am [...]",2012-11-10T00:29:12-06:00,emailnotfound
