title,postingFrom,permalink,shortDescription,postingDate,mailToLink
 cheap rideshare to anywhere in the united states,flint,http://flint.craigslist.org/rid/3327829649.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on amtrak as well as greyhound bus lines. since we are an online only travel booker, we are able to further discount travel tic [...]",2012-10-29T22:15:29-04:00,emailnotfound
"houston, tx to flint, mi rideshare (flint)",flint,http://flint.craigslist.org/rid/3372395760.html,"hi! my special lady friend and i will be traveling from houston, tx to flint, mi this wednesday morning. we are looking for 2-3 (depending on how many bags) people who would like to rideshare with us. i drive a hyundai suv, so there is room for a few [...]",2012-10-29T11:04:39-04:00,emailnotfound
will pay for ride (flint),flint,http://flint.craigslist.org/rid/3348291720.html,will pay for a ride from mt. morris to sacred heart on beecher rd. iam 29 year old male grew up in mt. morris.,2012-10-18T15:49:25-04:00,emailnotfound
looking to carpool (flint),flint,http://flint.craigslist.org/rid/3335165462.html,looking to carplool will split gas need to travel from mt. morris to lennon rd. beween dye and elms rd. i have to be there a 6 am my nme is jason thankyou,2012-10-12T20:39:00-04:00,emailnotfound
ride to indy (flint),flint,http://flint.craigslist.org/rid/3332798224.html,"single mother of three looking for a ride to indy this sunday. each of has 2 bags apiece. plz no crazies cause if you try to harm me and my kids,i will not be responsible for my actions. 616-594-6417.",2012-10-11T20:22:12-04:00,emailnotfound
flint to tawas (flint/tawas),flint,http://flint.craigslist.org/rid/3329581528.html,"does anyone ever travel from flint or surrounding area (grand blanc, swartzcreek) to tawas? 
thanks for your time! ",2012-10-10T14:28:38-04:00,emailnotfound
"flint to arkansas fort smith (poteau, ok)",flint,http://flint.craigslist.org/rid/3322575647.html,"occasional trips between detroit area and northwestern arkansas. i usually drive a car, sometimes a pickup. 
need ride both ways from time to time. 
could be either one guy, a retired engineer, or one woman age 60 with a daschund size dog. ",2012-10-07T12:59:04-04:00,emailnotfound
share ride,flint,http://flint.craigslist.org/rid/3322408677.html,i am a 46 year old married female. i live in frankenmuth i work at the itc flea market in flint i work thursday-sunday over there. i do not like driving all that way by my self any one wants to split the gas money with me that would be great. i do dr [...],2012-10-07T11:40:17-04:00,emailnotfound
"rides, errands...davison, otisville (davison, otisville, lapeer, millington)",flint,http://flint.craigslist.org/rid/3317974143.html,"needing a ride? help with errands? i can help! i carry commercial auto insurance, safe driver, and can offer my service to you. 
rate is $20 hourly...can work out rate for scheduled daily services as well. 
email confirmation required. ",2012-10-05T10:35:59-04:00,emailnotfound
ride share  (port huron),flint,http://flint.craigslist.org/rid/3317080982.html,looking for a ride share to port huron from flint. ,2012-10-04T20:21:22-04:00,emailnotfound
davison /flint to east lansing/lansing vanpool forming,flint,http://flint.craigslist.org/rid/3315953745.html,"looking for people interested in forming a michivan route from either the davison/flint area to east lansing/lansing with work hours around 8a-5p mon thru friday. in order to get the van running - it needs at least 5 riders. 
rates are super reasonab [...]",2012-10-04T12:35:58-04:00,emailnotfound
