title,postingFrom,permalink,shortDescription,postingDate,mailToLink
re:**transportation-dallas and surrounding areas for less!!** (dallas!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!),dallas,http://dallas.craigslist.org/dal/rid/3417141998.html,another person to stupid to know the difference between rideshare and services! ,2012-11-17T17:00:39-06:00,emailnotfound
re:**need a ride? call me!!**  (dallas!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!),dallas,http://dallas.craigslist.org/dal/rid/3417138752.html,another person to stupid to know the difference between rideshare and services!,2012-11-17T16:58:59-06:00,emailnotfound
"**need a ride? call me!!** (dallas, arlington fw)",dallas,http://dallas.craigslist.org/ftw/rid/3409009306.html,call me if you need a ride. i have low rates that cant be beat!! #(972)454-9113,2012-11-17T13:11:05-06:00,emailnotfound
ride offered: plano\dallas to austin tonight (stonebriar),dallas,http://dallas.craigslist.org/ndf/rid/3409912664.html,"hi! i will be heading to austin tonight 5-6pm. 
return is uncertain but probably monday around the same time. 
i will take the 635 from frisco through dallas and can pick up at any of the exits. 
$25 per person each way will get you there (or back).  [...]",2012-11-17T12:11:37-06:00,emailnotfound
carpool waxahachie to dallas (waxahachie),dallas,http://dallas.craigslist.org/dal/rid/3416289651.html,i have room for 2-3 non smoking women to ride to downtown dallas (chase bank area)40.00 a week each i have a full size 4 door impala.if interested please email me bac.will be leaving from target in waxahachie.thanks jan,2012-11-17T11:06:31-06:00,emailnotfound
in a fix for transportation? (dfw) (north dallas/dallas),dallas,http://dallas.craigslist.org/dal/rid/3416064516.html,"in a fix for transportation? in and around the dallas area: 
my service provides personal service for all of your transportation needs: 
sample of services: 
transportation to your beauty hair appointments /or your nail salon appointments 
mri appoin [...]",2012-11-17T09:34:18-06:00,emailnotfound
ride needed - corpus christi (college station),dallas,http://dallas.craigslist.org/sdf/rid/3416060457.html,"anyone driving south to corpus christi for the holidays who doesn't mind swinging through college station along the way? 
ideally, i'd like to leave tuesday 11/20 or wednesday 11/21 and return the following sunday, but my schedule can be flexible. 
i [...]",2012-11-17T09:32:29-06:00,emailnotfound
re:need a reliable ride? click here  (dallas),dallas,http://dallas.craigslist.org/dal/rid/3397725237.html,another person to stupid to know the difference between rideshare and services! ,2012-11-17T09:19:11-06:00,emailnotfound
re:airport pickup and dropoff $19.99  (dallas),dallas,http://dallas.craigslist.org/dal/rid/3398090916.html,another person to stupid to know the difference between rideshare and services! ,2012-11-17T09:19:03-06:00,emailnotfound
re:24$7 rides  (dallas),dallas,http://dallas.craigslist.org/dal/rid/3398088375.html,another person to stupid to know the difference between rideshare and services! ,2012-11-17T09:18:57-06:00,emailnotfound
re:$5.99 do you need a ride in arlington*right now* $5.99  (dallas),dallas,http://dallas.craigslist.org/dal/rid/3397846704.html,another person to stupid to know the difference between rideshare and services! ,2012-11-17T09:18:53-06:00,emailnotfound
re:medical appointment transportation /errands/personal driver  (dallas),dallas,http://dallas.craigslist.org/dal/rid/3397719342.html,another person to stupid to know the difference between rideshare and services! ,2012-11-17T09:18:48-06:00,emailnotfound
re:rides around  (dallas),dallas,http://dallas.craigslist.org/dal/rid/3397696045.html,another person to stupid to know the difference between rideshare and services! ,2012-11-17T09:18:44-06:00,emailnotfound
"re:need a designated driver? drink and be free, let me do the driving  (dallas)",dallas,http://dallas.craigslist.org/dal/rid/3397705641.html,another person to stupid to know the difference between rideshare and services! ,2012-11-17T09:18:40-06:00,emailnotfound
re:i will transport and stay with you at the dr office  (dallas),dallas,http://dallas.craigslist.org/dal/rid/3397703954.html,another person to stupid to know the difference between rideshare and services! ,2012-11-17T09:18:36-06:00,emailnotfound
re:need a ride? (dallas),dallas,http://dallas.craigslist.org/dal/rid/3397713464.html,another person to stupid to know the difference between rideshare and services! ,2012-11-17T09:18:30-06:00,emailnotfound
"austin today, anyone?",dallas,http://dallas.craigslist.org/mdf/rid/3415942785.html,hey looking for a ride to austin. i am willing to half it on gas. any one headed that way 214 407 1225,2012-11-17T08:32:52-06:00,emailnotfound
rides around town (euless based),dallas,http://dallas.craigslist.org/ndf/rid/3415918962.html,"i'm a female offering rides around the dfw metroplex, i can take you and drop you off, or i can wait for you and take you back home. i have a small gas saving car that allows me to charge less then a taxi or car service. i have full coverage insuranc [...]",2012-11-17T08:18:22-06:00,emailnotfound
im in need of a ride to grand prairie bus station (highland village),dallas,http://dallas.craigslist.org/ndf/rid/3415696133.html,"needing a ride today 11/17 earliest time possible to the bus station at 710 davis st, grand prairie. cheapest rates please as i am trying to save money. 
please contact me 254-285-84 one one",2012-11-17T04:03:05-06:00,emailnotfound
ride offer to orlando..and or tennesse,dallas,http://dallas.craigslist.org/dal/rid/3415276756.html,headed from dallas area to orlando on the 17 th at noonish..going 20 down through shreveport ..across i 10..down to orlando..then back north to east tn ,2012-11-16T20:30:32-06:00,emailnotfound
i will transport and stay with you at the dr office  (dfw areas),dallas,http://dallas.craigslist.org/dal/rid/3387136352.html,"i will come pick you up, take you to the dr.s office for your surgery or procedure, day surgery. i'll bring you back home because you can't drive after your day visit. 
my fees are paid upon meeting in person of $75.00 cash for the day. tips are welc [...]",2012-11-16T18:16:55-06:00,emailnotfound
ride to nashville tn offered (exit 143 -flexible),dallas,http://dallas.craigslist.org/dal/rid/3414812342.html,i am picking up a car in dallas and bringing it back home {waverly tn} on friday or saturday next week. i will spend thanksgiving in dallas and if possible drive to houston on friday and head back saturday . i am somewhat flexible and will try to wor [...],2012-11-16T16:29:31-06:00,emailnotfound
need transportation bad!!! (arlington-oak cliff),dallas,http://dallas.craigslist.org/dal/rid/3405196453.html,"hi there.. this is for anyone who can truly help me.. i really need transportation badly.. (dont smoke around my babies is all i ask) 
i live in north arlington, and i want to be able to see my daughter and goddaughter on the weekends.. 
i hope i can [...]",2012-11-16T14:44:44-06:00,emailnotfound
dallas to florida (florida),dallas,http://dallas.craigslist.org/dal/rid/3414226868.html,"i am going to florida some time next week or whenever my new card gets in the mail. this is not to try to make it to thanksgiving, so if that is your plans i may not make it there. this will be a one way trip to florida or whatever state i travel thr [...]",2012-11-16T12:40:01-06:00,emailnotfound
going to atlanta (south of dallas),dallas,http://dallas.craigslist.org/sdf/rid/3414213410.html,leaving south of dallas going to atlanta late evening on the 19th. you must be a non-smoking. this is a free ride. email for details.,2012-11-16T12:35:00-06:00,emailnotfound
from dfw area dallas to california  (dallas),dallas,http://dallas.craigslist.org/dal/rid/3414212345.html,i m driving from dallas texas to san fransisco california on end of december. i m flexible on date. this trip will be one way trip. i have a reliable luxury car. have space for two or three people. let me know i just need help with gas money. call or [...],2012-11-16T12:34:38-06:00,emailnotfound
"austin to northeast - on the way,need a ride?  (feb-apr)",dallas,http://dallas.craigslist.org/dal/rid/3414115253.html,"moving from austin to western ma sometime between feb and apr, dates extremely flexible depending on if i can find someone to join me. i plan on renting a uhaul or something similar, but dont have enough stuff to really fill the thing.. wondering if  [...]",2012-11-16T11:59:53-06:00,emailnotfound
dallas  to tulsa 17th or 18th november  (please call or text),dallas,http://dallas.craigslist.org/dal/rid/3413899997.html,need a ride..... nov. 17th or 18th...........grand ma is very ill please call.......727-815-2806 melissa thank you!,2012-11-16T10:41:22-06:00,emailnotfound
going to cali  (north dallas),dallas,http://dallas.craigslist.org/ndf/rid/3413794022.html,"i am driving from dfw area to orange county california. i plan on leaving here tuesday morning and getting into cali wednsday afternoon. if you need a ride into orange county, long beach or los angelos email me and let me know whats up. i plan on dri [...]",2012-11-16T10:00:50-06:00,emailnotfound
