title,postingFrom,permalink,shortDescription,postingDate,mailToLink
"madison wi. to chicago, il dec 3rd. (marshall mn)",madison,http://madison.craigslist.org/rid/3409930152.html,"i will be leaving marshall, mn early morning on december 3rd heading to chicago area. will be driving across mn on 14 through mankato, rochester, and then on 90 through lacrosse to madison and then south through beloit to chicago. 
i can pick up or d [...]",2012-11-14T15:12:52-06:00,emailnotfound
rent my 2008 toyota prius for $50.00/day (oregon),madison,http://madison.craigslist.org/rid/3409538228.html,"rent my 2008 toyota prius in oregon vehicle is fully loaded, gps, bluetooth, touch screen console, leather seats. unless requested to be removed, vehicle will have an infant child seat installed in the back, $10.00/hour $50.00/day $215.00/week (insur [...]",2012-11-14T12:46:38-06:00,emailnotfound
need ride madison-cincy & return 11/21-11/25 (madison campus/isthmus),madison,http://madison.craigslist.org/rid/3408973370.html,"i'm a grad student looking for a ride to see family in cincinnati for thanksgiving. let me know if you're headed that way. i would be fine with getting somewhere close, like dayton or indy.",2012-11-14T09:13:16-06:00,emailnotfound
"ride needed to madison, wisconsin, or dubuque iowa, or near fri 16 nov (ames)",madison,http://madison.craigslist.org/rid/3395204331.html,"i need a ride from ames ia, to madison wi on friday 16 november or thursday or saturday would also work for me. any place close to madison is fine too. 
i'll pay for the gas. thanks! ",2012-11-14T00:10:55-06:00,emailnotfound
"ride needed to madison, wisconsin, or close to madison on fri 16 nov (dubuque)",madison,http://madison.craigslist.org/rid/3395218206.html,"i need a ride from dubuque iowa to madison wi on friday 16 november after 3:30 pm. any place close to madison is fine too. 
i'll pay for the gas. thanks! ",2012-11-14T00:10:23-06:00,emailnotfound
wanted: flights to mn? (madison - st. paul),madison,http://madison.craigslist.org/rid/3407759006.html,years ago i was a passenger in a puddle jumper - 4 seater plane - from madison to my st.paul home. the pilot/owner of the plane needed to log some flying time and i was happy to arrive in mn so quickly. i'd love to avoid the 10 hour round trip drive. [...],2012-11-13T16:44:07-06:00,emailnotfound
weekly ride needed from adams to dells (adams),madison,http://madison.craigslist.org/rid/3407559617.html,"i am a 25-year-old female, friendly and caring person and down on my luck trying to find some work but hard to when don't drive and no way anywhere who was offered work at great wolf lodge thru a temp agency and need to find someone to give me a ride [...]",2012-11-13T15:23:31-06:00,emailnotfound
ride offered - madison to minneapolis on wed 11/21 (madison),madison,http://madison.craigslist.org/rid/3407013432.html,"i'm offering a ride from madison to minneapolis. 
leaving november 21st returning november 25th. this would be a rent a car scenario, so it is dependent on finding 3 people who want to join. i've talked to a couple of people on craigslist who may be  [...]",2012-11-13T12:03:06-06:00,emailnotfound
watertown / johnson creek / lake mills to downtown madison m-f carpool (watertown),madison,http://madison.craigslist.org/rid/3357911306.html,"i am looking for someone to carpool with. i drive from watertown or johnson creek (park and ride) to downtown madison m-f to work. 
i work 8-5ish. my start / end time can be flexible +/- 30 mins 
please contact me 
jon ",2012-11-13T08:28:38-06:00,emailnotfound
"dog needs ride to spay me! on friday, nov. 16 (juneau to sun prairie)",madison,http://madison.craigslist.org/rid/3406259835.html,"patches animal rescue has a dog that need to go to spay me! clinic in sun prairie on friday, november 16 for surgery to remove bladder stones. 
trey is a 9 yr old, sweet, neutered male, rat terrier. he rides well in a car. he needs to be there betwee [...]",2012-11-13T05:23:09-06:00,emailnotfound
madison to st louis then springfield mo  (madison),madison,http://madison.craigslist.org/rid/3406161453.html,"rideshare offered for sunday nov 18th or monday nov 19th from madison to st louis then springfield, mo only $250 one way.. brand new chevrolet cruze. room for up to 3 suitcases. sorry no household items or tons of stuff. the price is less then flying [...]",2012-11-13T02:20:35-06:00,emailnotfound
"seeking ride to detroit, mi (detroit, mi)",madison,http://madison.craigslist.org/rid/3405564451.html,"hi~ 
i am seeking a ride from madison, wi to detroit, mi before the end of this year. my dates are flexible and i am respectful and a non-smoker (a non-smoking vehicle, please!) let me know if we could potentially rideshare together, and thanks. 
fli [...]",2012-11-12T18:38:09-06:00,emailnotfound
ride needed: from madison to ord (madison),madison,http://madison.craigslist.org/rid/3404989997.html,"heading to columbia on wednesday morning and need to be to ord by 2:30am. hoping to find someone driving down on tuesday night leaving around 11pm. 
i will happily pay for gas.",2012-11-12T14:41:45-06:00,emailnotfound
ride needed - platteville to madison on fri 11/16 (platteville),madison,http://madison.craigslist.org/rid/3404924261.html,"i'm looking for a ride from platteville to madison. 
leaving november 16th. i'm pretty laid back. if you want company and decent conversation to make the ride feel shorter i'm pretty good at that. i'm a psych major and love to meet people and hear st [...]",2012-11-12T14:18:14-06:00,emailnotfound
needed:  ride to minneapolis (madison),madison,http://madison.craigslist.org/rid/3404528708.html,"my boyfriend and i are looking for a ride from madison to minneapolis before thanksgiving (preferably tuesday) before thanksgiving. 
anyone driving that way? 
-ashton 
two-oh-2 four9four oh oh 5 oh",2012-11-12T12:02:12-06:00,emailnotfound
madison to  tallahassee fl. (madison),madison,http://madison.craigslist.org/rid/3342334815.html,"i'm heading south for the winter in my motor home. leaving when work ends around the 21st of nov i'm easy going, and see no need to rush. ...so if you are looking for a fun road trip, let's share expenses. otherwise i can drop you off along the way.. [...]",2012-11-12T11:48:08-06:00,emailnotfound
ride offered to florida nov 23 (madison),madison,http://madison.craigslist.org/rid/3403048330.html,"angela and i are driving a 2011 ford from madison wisco to florida leaving nov 23 and can take 2or 3 people. if you are going to any place along the way and can help with gas, please call 415-728-4222 or email this posting. to see about me go to this [...]",2012-11-11T18:06:48-06:00,emailnotfound
megabus tickets to & from minneapolis 11/16-18 ,madison,http://madison.craigslist.org/rid/3400247232.html,"have one reservation on megabus next weekend i can no longer use. you can pay via paypal and ill send you the codes. $5 each or $10 for the rt via paypal. 
fri, nov 16 2012 
madison, wi, dutch mill park and ride el november 16, 2012 1:25 pm arrival m [...]",2012-11-10T12:12:33-06:00,emailnotfound
need ride from madison to minneapolis for 2 wed before thanksgiving,madison,http://madison.craigslist.org/rid/3400068372.html,"hey, 
my partner and i are looking for a ride from madison to minneapolis for thanksgiving november 21st around 6pm due to job hours. we would also be interested in a ride back to madison from minneapolis on sunday november 25. 
let us know",2012-11-10T11:04:05-06:00,emailnotfound
ride offered to midway airport today (madison),madison,http://madison.craigslist.org/rid/3399796049.html,"hi all, 
i'm driving to midway airport from madison today, arriving around 6pm. 15-20 $ for gas money. 
if you would like a ride, please give me a call, 
-ray 
503 805 1998",2012-11-10T09:11:15-06:00,emailnotfound
ride offered: madison to chicago (downtown),madison,http://madison.craigslist.org/rid/3399718996.html,"offering ride to chicago. 
leaving today (11/10) before 11am. 
coming back sunday (11/11) early morning 
call / text 608561seven three 56",2012-11-10T08:32:29-06:00,emailnotfound
need to get to atlanta by noon sunday (ah) (due south),madison,http://madison.craigslist.org/rid/3399638220.html,anyone already heading that way who has room for a passenger?,2012-11-10T07:44:14-06:00,emailnotfound
need transport from madison to winter garden (wisc to florida),madison,http://madison.craigslist.org/rid/3398158088.html,"if you are heading south toward florida, i 95 or 75, i 4... and you have a trailer with a little room to spare, or if you can hitch my cargo carrier, 
i am in need of someone to bring my honda 80cc moped down. 
the scooter only weighs 170 lbs and the [...]",2012-11-09T13:31:34-06:00,emailnotfound
ride offered - madison to las vegas on fri 11/16 (madison),madison,http://madison.craigslist.org/rid/3396847780.html,"i'm offering a ride from madison to las vegas. 
leaving november 16th. 2 to 3 day trip i am mature adult who is very respectful , drama free and adjusting . contact me on zimride: http://www.zimride.com/ride/share?ride=514177 
i drive a 2008 carolla  [...]",2012-11-08T22:18:34-06:00,emailnotfound
wanted: ride to eau claire/minneapolis 11/16,madison,http://madison.craigslist.org/rid/3360187897.html,"i'm looking for a ride to eau claire from madison on friday november 16th. let me know if your headed up north. even if your heading beyond eau claire just let me know. email andrew. 
thanks",2012-11-08T19:39:13-06:00,emailnotfound
11/20 offered pickup ride to michigan (madison),madison,http://madison.craigslist.org/rid/3394845041.html,"headed to east lansing, can drop off in between. can also deliver cargo.",2012-11-08T06:51:41-06:00,emailnotfound
"ride needed madison to libertyville, il, or chicago saturday 11/10 (madison to chicago/libertyville)",madison,http://madison.craigslist.org/rid/3394486765.html,"hello, 
i need a ride from madison to libertyville, il this saturday. would love to leave around 1230, but can leave whenever as long as we can be there by 5pm. 
can pitch for gas or the ride. 
call or text 512-577-0888",2012-11-07T22:20:20-06:00,emailnotfound
looking for ride to appleton 11/20 (53705),madison,http://madison.craigslist.org/rid/3394269748.html,"i'm looking for a ride from madison to appleton either the evening of the 20th (after 8 pm) or the morning of the 21st (preferably before noon). 
i would be willing to chip in for gas. 
thanks!",2012-11-07T19:56:00-06:00,emailnotfound
madison to twin cities leave today (wed) 2pm,madison,http://madison.craigslist.org/rid/3392908548.html,"madison to twin cities leave today (wed) 2pm 
ride available ",2012-11-07T10:33:27-06:00,emailnotfound
need ride to the dells wed night/thurs morning (madison to dells),madison,http://madison.craigslist.org/rid/3391148983.html,"hi! 
i'm visiting a friend in madison tonight and tomorrow, and i need to get up to wisconsin dells either on wednesday night or thursday by noon. i can help out with gas and/or driving and/or djing and/or money for gas and/or good conversation/compa [...]",2012-11-06T13:59:14-06:00,emailnotfound
"need ride to  co,or cal. (madison)",madison,http://madison.craigslist.org/rid/3345107896.html,"looking for ride to denver,co or sanfran,cal.around friday the 19, octtoberor sat.,sun.20,21, ill hav some money not alot. any trucker going around then that could help id be happy for the ride and someone to talk to. or any one else going that way.i [...]",2012-11-06T12:10:43-06:00,emailnotfound
"anyone coming to las vegas ? (henderson,nv)",madison,http://madison.craigslist.org/rid/3390616736.html,"im jonesing for some old style and special export. alas,its not available here in nevada. is anyone coming west for the holidays or sometime? would anyone travelling west consider bringing a few cases with them ? ",2012-11-06T10:42:44-06:00,emailnotfound
state vanpool to madison (sauk prairie),madison,http://madison.craigslist.org/rid/3390154202.html,"state vanpool 1105 from sauk city/prairie du sac to madison has openings! 
we leave sauk prairie around 5:20 and the park and ride at 12 and 188 at 5:25am, arriving at campus by 6am and the capitol by 6:15pm. 
we return from madison at 4:15pm, leavin [...]",2012-11-06T06:55:29-06:00,emailnotfound
"ride offered east chicago, cinci, nc, ny, anywhere in between (madison)",madison,http://madison.craigslist.org/rid/3389015857.html,"leaving on or around wednesday from st paul, 11/7 and driving through madison and chicago to cincinnatti. spending one day there then heading to north carolina. i'll be in nc for a few days before heading up the coast to nyc area. if you want to join [...]",2012-11-05T15:37:43-06:00,emailnotfound
ride share from madison to chicago (madison park and ride),madison,http://madison.craigslist.org/rid/3387237363.html,"i will be needing someone to share a ride with to chicago on november 16th. i need a ride to a specific address or a local shop in the lakeview chicago area off the sheridan redline stop. 
i will pay have the gas money of the trip. i am good natured  [...]",2012-11-04T21:08:11-06:00,emailnotfound
"giving ride jefferson, wi to dallas, tx nov. 5 th. return 13 th. (jefferson, wi to dallas tx.)",madison,http://madison.craigslist.org/rid/3384994816.html,"giving ride jefferson, wi to dallas, tx nov. 5 th. return 13 th. please send stats and number , i will email photo & number to prospective person. non-smoker if you smoke it would have to be at stops. 
lakedr7 at yahoo.com 
garry",2012-11-03T19:27:59-05:00,emailnotfound
madison to twin cities for thanksgiving,madison,http://madison.craigslist.org/rid/3384533246.html,i'm looking for a ride to the twin cities for thanksgiving. i'm pretty open to departure dates and times - both going and returning. all i know is i'd like to be there on thursday for thanksgiving. i could go on tuesday or wednesday and return friday [...],2012-11-03T15:31:18-05:00,emailnotfound
discount cheap rides to any city,madison,http://madison.craigslist.org/rid/3343671104.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on greyhound or amtrak we can get you or your friends tickets from and to any city in the country. so be sure to tell family an [...]",2012-11-03T08:37:16-05:00,emailnotfound
looking for a ride mon-sat (madison-waukesha),madison,http://madison.craigslist.org/rid/3382391745.html,"looking for a ride - waukesha to madison and back to waukesha. monday - saturday or whenever you're available. 
i work 8:30-6:00pm monday - saturday on the east side of madison. 
i'm very clean and will chip in for gas, looking for help. 
please resp [...]",2012-11-02T16:10:24-05:00,emailnotfound
driving out west december 19 (madison),madison,http://madison.craigslist.org/rid/3316658929.html,"i'm driving to california, specifically big sur december 19th. i'm planning on driving the southern route, so i'll be going through az, nm, and southern ca. my car will be fairly packed and this is only a one way trip. i'm easy going, friendly, and b [...]",2012-11-02T10:48:01-05:00,emailnotfound
madison to janesville m-f,madison,http://madison.craigslist.org/rid/3381253866.html,"hello, 
i'm a teacher working in janesville and living in madison. looking for someone to car pool with. i need to travel between 2 schools during the day, so we can use my car if you help pay for gas. i need to be at school at 7:30 am. i tend to lea [...]",2012-11-02T08:38:52-05:00,emailnotfound
jefferson to deerfield and/or back (jefferson),madison,http://madison.craigslist.org/rid/3379854458.html,"professional male, 45, looking for a ride m-f from jefferson to deerfield and then back again in the evening for about 5 weeks starting early december. 
a.m. pickup time in jefferson could range from 5:30 - 7:30 a.m. 
p.m. pickup for return from deer [...]",2012-11-01T14:43:14-05:00,emailnotfound
"billings, montana (madison)",madison,http://madison.craigslist.org/rid/3348858417.html,will be going to billings mid november. would be nice to have someone to share ride and expenses. 334-4279 ,2012-11-01T13:04:55-05:00,emailnotfound
"ride offered to appleton friday afternoon, 11/2",madison,http://madison.craigslist.org/rid/3379032385.html,"i will be driving to appleton friday afternoon, leaving madison around 4pm, if anyone needs a ride, i would appreciate some help with gas expenses. thanks.",2012-11-01T09:16:22-05:00,emailnotfound
from lake geneva/madison up to stevens point ,madison,http://madison.craigslist.org/rid/3379010504.html,looking to go up there saturday 11/3/12. just need a ride up there from l.g. but could possibly get to madison and meet up there to go rest of the way. i have my own ride home so this is a 1 way in need of ride. i can pitch in on gas. ,2012-11-01T09:04:58-05:00,emailnotfound
rides in a small car around madison area or further! (madison),madison,http://madison.craigslist.org/rid/3310432362.html,"hello everyone, 
i: 
- am a young female, recent college graduate 
- have a new cute reliable car (honda fit) and plenty of free time as of now 
- willing to take people wherever they need to go up to 2 hour distance away from madison (so chicago, mi [...]",2012-10-31T14:36:58-05:00,emailnotfound
ride needed - madison to green bay on thu 11/1 (madison),madison,http://madison.craigslist.org/rid/3377225438.html,"i'm looking for a ride from madison to green bay. 
leaving november 1st. contact me on zimride: http://www.zimride.com/ride/share?ride=512258 ",2012-10-31T11:42:29-05:00,emailnotfound
looking for ride to sfo/oakland 12/1-12/2 (san francisco),madison,http://madison.craigslist.org/rid/3377068962.html,"looking to get out to san francisco/oakland by 9am on 12/3. i can leave madison on 11/30 at around 5 pm. 
i can help with gas money and driving (clean record, current license). i know in theory how to drive stick, but have only done it once, about 10 [...]",2012-10-31T10:41:23-05:00,emailnotfound
ride or gas money needed to milwaukee nov. 1 (madison),madison,http://madison.craigslist.org/rid/3369969095.html,"hi! 
i want to go to a show nov. 1 (that's thursday) and i even have a car, just no gas money to get there. if you can pay for gas there and back or even offer a ride for free/reasonable trade, i'd be quite grateful. let me know. thanks!",2012-10-30T18:34:57-05:00,emailnotfound
need a ride from madison wi to dallas tx (madison wi),madison,http://madison.craigslist.org/rid/3375492181.html,"i am needing a ride from madsison wi to dallas tx asap to be with waiting family. 
i can pay my own way. must be pet-friendly as i have one very well behaved mid size dog. 
will help with gas and other essentials. 
please help...",2012-10-30T15:21:26-05:00,emailnotfound
daily commute carpool (edgerton to madison east side),madison,http://madison.craigslist.org/rid/3375274986.html,"looking to cut back on gas by splitting my daily commute with someone. open to using my vehicle, your vehicle, or alternating vehicles by the day. i live in edgerton and leave home around 7am, i work on madison's east side right off american parkway  [...]",2012-10-30T13:56:47-05:00,emailnotfound
need frequent rides to chicago area from madison! (schaumburg),madison,http://madison.craigslist.org/rid/3373397794.html,"hi there! my boyfriend lives in the schaumburg, il area and i live in madison, wi. i definitely don't mind the 2.5 hour drive, the unfortunate thing is that my car is leased, and therefore i'm limited on how many miles per year i am able to use. 
the [...]",2012-10-29T16:32:37-05:00,emailnotfound
need a ride ,madison,http://madison.craigslist.org/rid/3371438304.html,hi i am looking 4 a ride 4 my fiance 4 2m morning hes gotta ebe there by 8am at cabelas up in prairie du chien he is willing 2 pay gas when he gets his check on 12th he pay you call me at 608 341 7365 or call 608 393 6953 would like 2 know be4 2m ,2012-10-28T19:08:39-05:00,emailnotfound
chicago to madison wed 31 (chicago),madison,http://madison.craigslist.org/rid/3370363697.html,"ride leaving from chicago to madison 
wednesday oct 31 
mid day 
andy217.seven 91 7867 
thanks ",2012-10-28T09:51:44-05:00,emailnotfound
chicago today! (isthmus),madison,http://madison.craigslist.org/rid/3370356183.html,"ride leaving for chicago today at 3 
your gas contribution of 15- $20 would be greatly appreciated 
call andy 
217.791.7867",2012-10-28T09:47:07-05:00,emailnotfound
ride needed to milwaukee mon/ tomorrow (mke airport),madison,http://madison.craigslist.org/rid/3370285289.html,"hello, 
anyone headed back from madison to milwaukee? i have a 5pm flight out tomorrow (monday). 
i would head out early monday morning or midday with you, share driving/gas. 
text 828 77six 4995. thanks!",2012-10-28T08:58:28-05:00,emailnotfound
"i need a ride for new year holiday to portland,or (portland-or)",madison,http://madison.craigslist.org/rid/3369167681.html,"i am a female and i need a ride to portland, or for about new year holidays. i don't know how to drive but i am willing to share the gas. if you are contacting me please let me know what would be the price and what's your gender ? i am totally laid-b [...]",2012-10-27T15:26:50-05:00,emailnotfound
"ride offered: from madison&gt;grand forks&gt;winnipeg&gt;...&gt;edm (passing through wed, oct.31st (madison))",madison,http://madison.craigslist.org/rid/3353671086.html,"i am taking a road trip up to edmonton, alberta, starting on october 30th in columbus, ohio, and will be passing through madison, and, unless i already have a passenger for this leg of the trip, should have room for one person if anybody is intereste [...]",2012-10-27T02:55:02-05:00,emailnotfound
offer ride to chicago suburb oct.29 (madison - chicago),madison,http://madison.craigslist.org/rid/3364027118.html,send me an email if you have same plan. ,2012-10-25T11:06:42-05:00,emailnotfound
heading to chicago suburbs 11/2-11/4 (madison),madison,http://madison.craigslist.org/rid/3362155711.html,"i will be driving to the chicago suburbs (naperville) next weekend, leaving sometime on friday 11/2. 
i'm a fun 30yo guy, heading home to brew some beer with my dad. i will provide lively conversation, good music, and safe driving. 
just looking to s [...]",2012-10-24T14:08:49-05:00,emailnotfound
ride offered - madison to green bay on fri 10/26 (madison),madison,http://madison.craigslist.org/rid/3362015311.html,"i'm offering a ride from madison to green bay. 
leaving october 26th in the evening and returning october 28th in the afternoon/early evening. 
$15 each way. 
i have one space available in my 2004 subaru outback. also, my small dog -see image below-  [...]",2012-10-24T13:17:39-05:00,emailnotfound
need a ride from so cal to madison wi (southern cali to madison wisconsin area),madison,http://madison.craigslist.org/rid/3350879057.html,"need a ride to madison wisconsin from california 
if you are reading this ad on craigslist, my dog and myself will be riding home to madison wisconsin, 
i can find a way to meet you somewhere close to where i am. i am currently finishing my summer wo [...]",2012-10-24T09:31:08-05:00,emailnotfound
"ride to colorado springs, dec 2012 (mad-cos)",madison,http://madison.craigslist.org/rid/3339676550.html,"we (myself and my partner) are looking for a one way ride to colorado springs this december. our departure dates would be on the 27th (give or take around your schedule, not before christmas please). we are very nice, friendly, outgoing people who ar [...]",2012-10-24T00:01:09-05:00,emailnotfound
looking for a ride to chicago 11/3 (campus),madison,http://madison.craigslist.org/rid/3360215939.html,"prefer to leave earlier in the day. 
can throw down $$ for gas. 
thanks. ",2012-10-23T17:35:45-05:00,emailnotfound
ride needed to milwaukee,madison,http://madison.craigslist.org/rid/3360121459.html,"i'm looking for a friendly person to carpool with to milwaukee on a semi-regular basis. 
i can split gas expense 50/50 for my portion of the trip. 
i can meet you in madison (since i'm down there pretty often) but if you're in the wisconsin dells/bar [...]",2012-10-23T16:54:23-05:00,emailnotfound
hauling madison to mpls 10/27 weekend (mpls/madison),madison,http://madison.craigslist.org/rid/3359240796.html,need to haul items from madison to mpls. looking to share expenses. rent vehicle in madison and return to mpls. ,2012-10-23T11:28:29-05:00,emailnotfound
ride share - madison to minneapolis and back,madison,http://madison.craigslist.org/rid/3358848735.html,"i'm a medical student at uw and i am driving up to minneapolis this friday, october 26, to visit some friends for the weekend coming back sunday evening. i'd like to leave before 1 pm on friday and am open on return time on sunday. interested in spli [...]",2012-10-23T08:57:19-05:00,emailnotfound
columbus to madison (via sun prairie) (municipal lot to uw),madison,http://madison.craigslist.org/rid/3358760652.html,"van pool information for van #1165 -- 
drivers/ riders needed 
home city: columbus, wi 
leave time: 5:30 am 
return time: 4:30 pm 
coordinator info.: ben schwerke - 266-8871 
note alternate coordinator contact, cell: 608-209-7715 
possible pick-up in [...]",2012-10-23T08:11:58-05:00,emailnotfound
"need: ride from madison to new orleans, 10/24 or 10/25 (madison, wi new orleans, la)",madison,http://madison.craigslist.org/rid/3358314786.html,"i'd like to leave either thursday evening or early friday morning for new orleans, if you're already going. i can split gas and driving. ",2012-10-22T22:47:27-05:00,emailnotfound
ride offered - madison to las vegas on wed 10/31 (madison),madison,http://madison.craigslist.org/rid/3355747965.html,"i'm offering a ride from madison to las vegas. 
leaving october 31st. my final stop is bullhead city 2.5 hours from las vegas . i am mature adult who is very respectful , drama free and adjusting . contact me on zimride: http://www.zimride.com/ride/s [...]",2012-10-21T21:54:33-05:00,emailnotfound
looking for ride to eau claire from w. madison (eauclaire),madison,http://madison.craigslist.org/rid/3354766783.html,"looking for a ride there or back the weekend of the 27th... if you are going to minn.?? you could drop me off?? i live in lodi just off interstate, and just wanna go visit friends .. i will pay for gas and it would be better than a bus ride! 
c",2012-10-21T13:24:44-05:00,emailnotfound
milwaukee&gt;madison&gt;minneapolis (riders needed) (mke mad mpls),madison,http://madison.craigslist.org/rid/3354464558.html,"i am driving to minneapolis today and it would be nice to have someone to throw down some cash for a ride. i'm 25, male, and respectful. call me if you are interested as i won't be looking at my email before leaving. 
4i45547o94",2012-10-21T11:07:46-05:00,emailnotfound
