title,postingFrom,permalink,shortDescription,postingDate,mailToLink
caravan needed to indy beehive! (bloomington to indy),bloomington,http://bloomington.craigslist.org/rid/3343024637.html,tomorrow night wed oct 17th the beehive design collective is presenting their tapestry 'the true cost of coal.' can you help a friendly troupe of btowners get up there to view this amazing art and take part in festivities? we are roughly 3-5 strong a [...],2012-10-16T12:59:07-04:00,emailnotfound
ride needed from bloomington to chicago 10/31,bloomington,http://bloomington.craigslist.org/rid/3342821647.html,"hi - i need a ride from bloomington campus to chicago, drop off anywhere near union station. 
times flexible!",2012-10-16T11:48:33-04:00,emailnotfound
"ride to louisville or colombus, in on wed night (10/17) (bloomington)",bloomington,http://bloomington.craigslist.org/rid/3342250088.html,"i need a ride from bloomington to louisville on october 17, after 7:30 pm. if not all the way to louisville, somewhere between bloomington and louisville, going either direction (i.e., columbus, indiana or even paoli, indiana - or a spot further sout [...]",2012-10-16T05:12:49-04:00,emailnotfound
ride needed - bloomington to south bend/michiana on fri 11/2 (bloomington),bloomington,http://bloomington.craigslist.org/rid/3340105507.html,"i'm looking for a ride from bloomington to south bend. 
leaving november 2nd returning november 4th. i was invited to a wedding in south bend this weekend, if anyone can give me a ride i'd really appreciate it! contact me on zimride: http://www.zimri [...]",2012-10-15T10:16:57-04:00,emailnotfound
ride offer (n in/chicago),bloomington,http://bloomington.craigslist.org/rid/3338923210.html,"drivingto n in on oct 19th. near south shore train station, if you want to get to chicago",2012-10-14T17:29:01-04:00,emailnotfound
"want: bloomington to california (tehama county, ca)",bloomington,http://bloomington.craigslist.org/rid/3337199918.html,"hey there! my name is chase, i am trying to get to tehama county, ca by october 18. i have a dog and there could be 2-3 others. we are kind and goofy people, so we wont harm you.. if you can help us out that would be wonderful! trying to make it out  [...]",2012-10-13T19:21:31-04:00,emailnotfound
"ride to ann arbor, michigan (from btown to ann arbor)",bloomington,http://bloomington.craigslist.org/rid/3331739565.html,"hey i am a student trying to visit friends up at umich. ill help on gas. trying to leave tonight or friday. let me know! 
310 923 5222",2012-10-11T13:02:08-04:00,emailnotfound
"columbus, in to bloomington and back (repeating)",bloomington,http://bloomington.craigslist.org/rid/3331648103.html,"i drive from columbus, in to bloomington most weekends. leave to go to bloomington around 7pm on friday and come back to columbus around 7pm on sunday. times are somewhat negotiable. looking for someone to split gas/rides. my car gets around 23 mpg.",2012-10-11T12:29:52-04:00,emailnotfound
need bloomington to new orleans (around 10/1-10/16) (indiana),bloomington,http://bloomington.craigslist.org/rid/3297590840.html,"hey there! my name is chase. myself, my dog roe, rascal, and jester are the family. we are currently in bloomington, in and are all wanting to go to new orleans, la for rascals 21st birthday on october17th and halloween! we are not sure exactly when  [...]",2012-10-11T01:38:29-04:00,emailnotfound
driving up to the airport wednesday morning? (bloomington &amp; indianapolis airport),bloomington,http://bloomington.craigslist.org/rid/3326229667.html,"hello 
wondering if anyone is heading up to the airport wednesday october 10 no later than 1030am and if they have space for one person with two small bags in exchange for some gas money. 
thanks",2012-10-09T00:31:23-04:00,emailnotfound
